aX,aY,aZ,gX,gY,gZ
-0.075,-0.235,0.861,-8.545,-5.127,8.240
-0.071,-0.230,0.863,-7.141,-4.822,7.935
-0.073,-0.224,0.866,-4.822,-4.028,7.507
-0.077,-0.216,0.872,-2.502,-3.052,6.714
-0.083,-0.205,0.871,-0.427,-2.136,5.005
-0.085,-0.201,0.869,2.014,-1.892,2.747
-0.088,-0.195,0.866,4.944,-2.075,0.427
-0.092,-0.183,0.879,8.057,-2.197,-1.160
-0.103,-0.160,0.894,10.864,-0.916,-1.892
-0.118,-0.123,0.893,13.000,2.075,-1.404
-0.138,-0.073,0.882,14.771,5.493,-0.732
-0.166,-0.010,0.871,17.151,7.874,-1.160
-0.207,0.059,0.864,19.958,9.583,-2.625
-0.260,0.158,0.864,23.437,11.597,-4.272
-0.330,0.278,0.845,28.015,15.015,-5.371
-0.417,0.386,0.777,33.447,21.790,-5.188
-0.515,0.422,0.681,40.833,30.518,-6.714
-0.594,0.377,0.551,51.086,37.415,-12.207
-0.699,0.281,0.446,62.622,40.710,-23.071
-0.759,0.078,0.337,76.355,39.856,-36.194
-0.775,-0.174,0.245,91.736,38.574,-55.725
-0.750,-0.486,0.212,109.314,34.729,-79.651
-0.651,-0.774,0.226,125.732,28.198,-102.051
-0.503,-1.104,0.274,136.597,22.827,-118.042
-0.296,-1.401,0.399,142.578,16.785,-128.296
-0.092,-1.639,0.614,143.921,8.362,-134.766
0.172,-1.878,0.877,138.916,-2.075,-137.878
0.483,-2.082,1.148,125.793,-11.108,-133.667
0.746,-2.204,1.394,104.797,-15.930,-117.676
0.922,-2.195,1.491,74.951,-13.489,-87.402
0.907,-1.987,1.395,35.889,-2.625,-42.542
0.609,-1.667,1.159,-2.930,11.292,10.803
0.200,-1.325,0.926,-27.649,22.827,54.016
-0.160,-0.935,0.770,-36.804,25.940,73.914
-0.406,-0.682,0.664,-39.917,16.785,70.740
-0.501,-0.532,0.613,-38.696,0.366,51.514
-0.469,-0.466,0.603,-33.875,-14.160,27.832
-0.399,-0.490,0.626,-26.367,-22.095,10.315
-0.328,-0.540,0.682,-16.785,-22.461,0.427
-0.270,-0.612,0.747,-8.484,-18.555,-3.601
-0.216,-0.684,0.805,-3.784,-14.709,-4.578
-0.162,-0.748,0.845,-1.831,-11.475,-3.906
-0.111,-0.804,0.873,-1.160,-8.362,-2.502
-0.079,-0.843,0.900,-1.587,-5.981,1.770
-0.072,-0.868,0.918,-3.052,-3.967,7.019
-0.075,-0.870,0.918,-6.104,-2.563,11.719
-0.086,-0.859,0.907,-10.559,-2.686,15.747
-0.101,-0.838,0.893,-15.320,-3.906,17.944
-0.118,-0.823,0.874,-19.592,-5.432,18.555
-0.116,-0.805,0.857,-22.278,-6.531,18.127
-0.110,-0.789,0.852,-23.743,-7.507,17.578

0.388,-1.980,1.162,120.972,-2.136,-128.540
0.689,-2.137,1.353,105.591,-1.099,-114.563
0.926,-2.168,1.430,81.360,2.808,-87.036
0.963,-2.033,1.360,44.922,8.545,-45.349
0.753,-1.776,1.167,6.104,14.893,4.272
0.396,-1.481,0.973,-22.278,19.714,46.326
0.053,-1.164,0.830,-37.048,18.250,68.970
-0.225,-0.869,0.764,-43.823,6.226,71.533
-0.384,-0.703,0.720,-48.950,-10.193,59.082
-0.427,-0.587,0.697,-49.072,-25.269,39.978
-0.402,-0.540,0.689,-45.715,-33.447,23.132
-0.359,-0.532,0.702,-38.879,-33.875,13.062
-0.324,-0.550,0.734,-29.236,-28.503,8.423
-0.294,-0.582,0.770,-20.203,-21.301,6.836
-0.265,-0.620,0.800,-14.221,-15.503,6.042
-0.235,-0.652,0.828,-10.559,-12.085,5.066
-0.209,-0.691,0.861,-8.789,-10.193,4.517
-0.192,-0.722,0.887,-8.301,-9.155,5.066
-0.184,-0.743,0.907,-8.240,-7.629,6.470
-0.181,-0.753,0.913,-9.094,-6.165,8.362
-0.178,-0.759,0.911,-10.681,-5.371,10.559
-0.171,-0.760,0.900,-12.817,-4.517,12.146
-0.157,-0.754,0.886,-14.099,-3.052,13.428
-0.144,-0.745,0.872,-15.259,-1.587,14.771
-0.134,-0.737,0.857,-16.052,-0.549,16.296
-0.125,-0.725,0.839,-17.456,0.122,17.456
-0.117,-0.714,0.822,-19.287,-0.549,18.555
-0.104,-0.718,0.810,-21.057,-1.770,19.531
-0.102,-0.723,0.809,-21.973,-3.296,19.897
-0.103,-0.722,0.812,-22.827,-5.005,19.348
-0.104,-0.724,0.819,-24.414,-6.653,18.799
-0.108,-0.723,0.824,-26.794,-8.606,19.043
-0.114,-0.720,0.819,-29.602,-10.315,19.470
-0.121,-0.715,0.810,-31.128,-10.742,20.203
-0.126,-0.710,0.817,-31.799,-10.315,21.606
-0.140,-0.698,0.825,-32.898,-9.827,23.560
-0.155,-0.689,0.835,-34.180,-8.850,24.536
-0.157,-0.676,0.832,-35.217,-7.629,24.292
-0.151,-0.661,0.828,-36.194,-7.019,24.292
-0.149,-0.648,0.829,-36.133,-6.958,24.902
-0.149,-0.633,0.835,-35.889,-6.348,25.574
-0.151,-0.611,0.834,-35.950,-5.676,25.818
-0.156,-0.594,0.831,-36.804,-5.676,25.513
-0.162,-0.581,0.833,-38.208,-6.592,23.926
-0.156,-0.558,0.827,-39.124,-8.179,21.729
-0.142,-0.546,0.825,-39.734,-9.033,19.958
-0.130,-0.538,0.825,-39.856,-9.338,19.592
-0.121,-0.525,0.817,-39.734,-8.789,20.386
-0.115,-0.512,0.805,-38.635,-7.202,21.423
-0.111,-0.495,0.797,-36.499,-5.798,22.888
-0.110,-0.469,0.796,-34.485,-4.700,24.719
-0.108,-0.451,0.788,-32.715,-3.662,25.757
-0.102,-0.429,0.785,-31.189,-2.991,26.184
-0.102,-0.409,0.783,-29.663,-3.174,26.184
-0.099,-0.390,0.788,-28.564,-3.723,24.841
-0.101,-0.377,0.797,-28.625,-5.127,23.132
-0.110,-0.358,0.810,-29.419,-7.202,21.118
-0.111,-0.344,0.822,-29.968,-8.606,18.494
-0.107,-0.331,0.827,-29.968,-8.850,16.296
-0.109,-0.311,0.824,-28.931,-8.301,15.686
-0.111,-0.293,0.825,-26.367,-6.653,15.503
-0.111,-0.273,0.822,-23.132,-4.761,15.625
-0.114,-0.255,0.825,-20.264,-3.418,15.442
-0.114,-0.239,0.830,-17.822,-2.625,14.709
-0.111,-0.226,0.829,-15.808,-1.892,13.672
-0.106,-0.211,0.825,-14.038,-1.404,12.390
-0.100,-0.198,0.821,-11.963,-0.916,10.986
-0.094,-0.190,0.816,-9.766,-0.305,9.766
-0.089,-0.180,0.816,-7.507,0.488,8.301
-0.084,-0.173,0.814,-5.249,1.648,7.263
-0.077,-0.162,0.809,-2.930,2.075,6.165
-0.077,-0.152,0.807,-1.099,1.648,5.188
-0.079,-0.139,0.808,1.160,0.916,4.395
-0.089,-0.131,0.808,3.601,0.671,3.357
-0.096,-0.123,0.807,5.859,0.977,2.136
-0.098,-0.119,0.803,8.240,1.160,0.671
-0.102,-0.114,0.802,10.620,1.160,-1.038
-0.105,-0.108,0.805,12.939,0.854,-2.563
-0.115,-0.099,0.809,14.954,0.793,-3.296
-0.130,-0.080,0.812,17.334,1.526,-4.028
-0.154,-0.048,0.816,20.203,3.357,-5.066
-0.175,-0.021,0.813,23.376,5.920,-6.531
-0.196,-0.001,0.800,26.184,8.179,-9.155
-0.225,0.022,0.792,28.687,8.789,-12.939
-0.258,0.049,0.778,32.104,8.667,-16.846
-0.287,0.051,0.755,36.865,10.254,-20.996
-0.311,0.054,0.728,42.664,13.489,-25.391
-0.342,0.059,0.703,49.255,17.151,-28.809
-0.384,0.046,0.665,55.847,22.217,-31.128
-0.432,0.005,0.612,62.256,27.771,-34.241
-0.470,-0.051,0.553,68.115,33.264,-39.246
-0.514,-0.136,0.474,74.707,37.354,-45.410
-0.548,-0.239,0.382,83.435,41.260,-52.368
-0.576,-0.345,0.299,96.741,44.434,-60.730
-0.637,-0.446,0.256,114.624,48.218,-67.993
-0.669,-0.614,0.232,133.911,56.824,-76.721
-0.618,-0.837,0.246,152.588,67.627,-90.942
-0.501,-1.074,0.323,167.969,70.374,-106.506
-0.338,-1.338,0.475,173.584,62.988,-120.300
-0.086,-1.656,0.665,170.410,49.011,-130.798
0.259,-1.987,0.903,162.781,35.522,-138.000
0.658,-2.264,1.169,149.231,20.264,-136.353
1.063,-2.451,1.341,123.962,7.263,-119.385
1.274,-2.403,1.348,84.290,3.662,-81.482
1.038,-2.050,1.225,35.034,4.517,-22.278
0.461,-1.650,1.043,-6.165,9.155,36.255
-0.030,-1.156,0.905,-25.208,16.785,70.618
-0.357,-0.822,0.805,-33.508,13.184,74.768
-0.493,-0.654,0.756,-34.912,-0.549,56.824
-0.467,-0.574,0.743,-28.992,-12.939,32.715
-0.398,-0.587,0.745,-21.973,-16.113,16.418
-0.325,-0.633,0.762,-13.306,-12.085,8.606
-0.254,-0.698,0.789,-5.737,-6.775,5.005
-0.185,-0.772,0.820,-1.709,-4.700,2.747
-0.120,-0.840,0.849,-0.366,-4.822,1.770
-0.073,-0.890,0.867,-0.610,-5.127,3.052
-0.054,-0.914,0.877,-1.465,-4.700,6.775
-0.058,-0.923,0.880,-3.052,-3.296,12.024
-0.071,-0.922,0.878,-5.493,-2.625,15.930

0.468,-1.870,0.926,122.742,54.077,-88.135
0.826,-1.992,1.045,102.783,32.959,-93.201
1.101,-2.042,1.131,80.688,18.677,-83.801
1.179,-1.960,1.150,51.880,8.911,-55.054
0.950,-1.714,1.064,19.409,3.479,-11.963
0.506,-1.373,0.945,-6.714,3.662,30.212
0.041,-1.028,0.850,-21.606,6.897,58.105
-0.310,-0.709,0.803,-25.818,4.272,63.232
-0.491,-0.542,0.756,-25.757,-2.441,50.598
-0.505,-0.461,0.705,-21.851,-8.423,29.602
-0.437,-0.454,0.671,-15.381,-10.071,13.000
-0.339,-0.495,0.666,-7.812,-7.385,2.441
-0.233,-0.569,0.694,-0.732,-3.601,-3.723
-0.130,-0.658,0.735,4.028,-1.221,-7.568
-0.032,-0.749,0.775,5.798,0.793,-9.338
0.039,-0.810,0.809,5.493,2.563,-6.409
0.086,-0.859,0.826,4.028,5.310,-1.343
0.109,-0.884,0.821,1.343,6.470,4.639
0.115,-0.896,0.812,-2.991,3.601,9.766
0.113,-0.899,0.802,-8.606,-2.441,12.512
0.104,-0.896,0.794,-15.015,-9.766,13.550
0.089,-0.881,0.787,-21.545,-17.456,13.977
0.065,-0.866,0.790,-26.550,-24.170,14.282
0.034,-0.846,0.798,-30.334,-29.053,15.198
-0.000,-0.820,0.803,-32.837,-31.189,16.418
-0.035,-0.794,0.804,-34.607,-30.945,17.456
-0.062,-0.774,0.797,-35.461,-29.297,18.555
-0.078,-0.766,0.797,-34.973,-26.489,19.226
-0.079,-0.766,0.798,-33.386,-22.400,19.836
-0.075,-0.764,0.801,-31.982,-17.944,21.301
-0.071,-0.764,0.799,-31.250,-13.428,22.705
-0.072,-0.751,0.797,-32.349,-9.827,24.353
-0.083,-0.725,0.787,-34.546,-7.324,25.452
-0.092,-0.686,0.771,-37.231,-5.920,25.391
-0.108,-0.658,0.765,-39.551,-5.920,24.170
-0.113,-0.631,0.766,-41.016,-7.690,21.179
-0.105,-0.617,0.770,-41.931,-10.315,17.212
-0.099,-0.613,0.783,-41.931,-13.062,14.282
-0.084,-0.615,0.791,-41.199,-15.076,13.062
-0.080,-0.630,0.809,-39.856,-15.564,13.733
-0.082,-0.613,0.828,-38.574,-15.320,16.663
-0.081,-0.584,0.842,-39.001,-13.550,19.104
-0.082,-0.550,0.841,-40.466,-12.268,21.790
-0.082,-0.524,0.838,-42.053,-12.756,24.231
-0.080,-0.501,0.841,-43.762,-14.038,25.513
-0.090,-0.486,0.844,-44.861,-15.381,26.062
-0.090,-0.471,0.844,-45.349,-15.381,24.780
-0.090,-0.458,0.849,-44.556,-15.442,23.071
-0.093,-0.451,0.861,-43.335,-15.808,21.606
-0.094,-0.445,0.877,-42.053,-15.808,20.142
-0.087,-0.424,0.888,-41.443,-14.893,18.799
-0.080,-0.409,0.886,-40.894,-13.428,18.250
-0.076,-0.382,0.886,-39.673,-12.329,19.409
-0.084,-0.362,0.894,-38.025,-11.719,21.057
-0.094,-0.340,0.900,-36.072,-10.437,22.156
-0.100,-0.320,0.901,-34.119,-8.545,21.606
-0.100,-0.302,0.893,-32.104,-7.202,20.020
-0.099,-0.284,0.882,-29.053,-6.714,17.761
-0.093,-0.271,0.883,-24.292,-6.287,15.137
-0.083,-0.262,0.891,-20.081,-5.676,12.268
-0.072,-0.256,0.898,-17.273,-4.578,10.071
-0.059,-0.248,0.898,-15.381,-3.235,8.484
-0.053,-0.243,0.894,-14.404,-2.502,7.690
-0.046,-0.235,0.890,-13.245,-2.197,6.958
-0.037,-0.229,0.885,-11.841,-1.953,5.798
-0.022,-0.224,0.884,-10.010,-1.770,5.005
-0.011,-0.222,0.889,-8.118,-1.770,5.310
-0.005,-0.216,0.892,-6.409,-0.916,5.554
-0.007,-0.207,0.893,-4.883,-0.122,5.615
-0.013,-0.199,0.890,-3.845,0.061,4.822
-0.022,-0.197,0.891,-2.808,-0.366,3.113
-0.032,-0.194,0.895,-1.648,-0.732,0.671
-0.039,-0.188,0.895,0.122,-0.366,-2.014
-0.042,-0.179,0.895,2.136,0.549,-4.150
-0.041,-0.167,0.892,4.395,1.099,-6.653
-0.041,-0.150,0.895,6.714,1.953,-8.789
-0.045,-0.124,0.899,8.911,3.052,-10.132
-0.061,-0.091,0.903,11.536,5.188,-10.498
-0.089,-0.049,0.903,13.855,8.545,-10.071
-0.126,0.004,0.895,15.991,12.085,-9.583
-0.170,0.057,0.879,18.372,15.503,-9.583
-0.218,0.127,0.856,21.729,19.165,-10.315
-0.278,0.177,0.827,25.452,22.644,-11.414
-0.341,0.234,0.784,30.334,25.208,-13.367
-0.409,0.247,0.738,35.156,27.039,-16.113
-0.462,0.202,0.674,40.710,29.907,-20.996
-0.509,0.107,0.604,47.119,33.447,-27.954
-0.552,-0.005,0.559,54.321,36.804,-37.476
-0.589,-0.124,0.514,62.622,39.856,-47.546
-0.618,-0.277,0.479,69.641,45.715,-57.312
-0.622,-0.445,0.412,77.026,53.589,-65.979
-0.619,-0.664,0.391,89.783,62.988,-76.355
-0.538,-0.873,0.372,107.239,71.899,-91.370
-0.419,-1.001,0.442,131.226,76.050,-103.210
-0.266,-1.124,0.524,146.423,79.224,-111.511
-0.044,-1.351,0.656,155.457,81.055,-117.615
0.192,-1.510,0.779,152.344,75.195,-121.643
0.480,-1.664,0.905,142.212,63.293,-119.080
0.693,-1.761,1.009,122.192,50.293,-108.582
0.867,-1.802,1.075,96.375,36.560,-86.609
0.874,-1.703,1.077,64.880,26.489,-54.443
0.693,-1.529,1.010,31.799,22.034,-16.418
0.385,-1.327,0.921,5.554,19.714,14.587
0.092,-1.099,0.837,-10.925,13.672,30.273
-0.119,-0.876,0.802,-18.860,0.977,29.968
-0.223,-0.754,0.736,-25.269,-11.658,20.691
-0.228,-0.703,0.710,-24.780,-20.752,7.019
-0.170,-0.696,0.704,-19.104,-25.146,-5.005
-0.107,-0.731,0.734,-13.855,-25.330,-12.695
-0.028,-0.795,0.774,-9.155,-22.888,-14.221
0.039,-0.841,0.811,-6.531,-18.311,-11.902
0.091,-0.880,0.840,-4.395,-12.634,-6.897
0.120,-0.899,0.856,-2.869,-7.080,-0.916
0.135,-0.907,0.862,-3.113,-3.052,5.432
0.143,-0.911,0.861,-4.517,-1.526,10.010
0.144,-0.904,0.856,-6.531,-1.709,13.550
0.139,-0.899,0.846,-9.399,-2.808,16.785
0.135,-0.876,0.829,-12.817,-4.517,19.653
0.118,-0.873,0.819,-16.541,-6.592,21.240

1.140,-2.054,0.753,114.014,16.663,-135.376
1.281,-2.114,0.957,85.876,-3.418,-104.919
1.180,-1.958,1.087,50.354,-13.550,-56.335
0.801,-1.683,1.052,9.888,-11.169,-0.916
0.376,-1.388,0.943,-19.897,-2.869,42.297
0.028,-1.053,0.836,-35.461,-0.732,62.378
-0.208,-0.815,0.751,-42.236,-8.362,59.631
-0.296,-0.682,0.686,-44.922,-19.165,41.748
-0.267,-0.621,0.654,-40.527,-26.978,22.095
-0.196,-0.632,0.657,-31.128,-28.320,8.118
-0.117,-0.671,0.693,-19.775,-24.353,1.343
-0.049,-0.728,0.734,-10.437,-17.578,-0.122
0.004,-0.787,0.767,-4.150,-11.169,1.099
0.053,-0.838,0.801,-0.610,-6.958,3.357
0.085,-0.877,0.832,0.305,-5.554,6.409
0.096,-0.906,0.859,-0.366,-5.615,10.071
0.091,-0.922,0.880,-2.319,-6.470,13.489
0.078,-0.922,0.897,-5.005,-7.812,15.381
0.065,-0.914,0.906,-8.789,-9.705,17.212
0.054,-0.904,0.904,-13.428,-11.780,18.677
0.047,-0.886,0.891,-17.517,-13.123,19.897
0.042,-0.872,0.877,-19.836,-13.306,20.752
0.036,-0.856,0.866,-21.057,-12.573,21.729
0.031,-0.838,0.855,-22.522,-11.963,22.400
0.029,-0.819,0.834,-24.292,-11.719,22.583
0.026,-0.805,0.817,-26.062,-12.451,22.644
0.022,-0.790,0.806,-27.649,-13.672,22.888
0.016,-0.785,0.800,-28.931,-14.343,22.461
0.010,-0.777,0.793,-30.334,-15.076,21.606
0.005,-0.777,0.786,-31.677,-15.869,20.630
0.011,-0.774,0.775,-32.715,-16.602,19.653
0.016,-0.778,0.767,-33.447,-17.456,19.348
0.024,-0.763,0.766,-34.729,-17.639,19.775
0.028,-0.746,0.756,-36.316,-17.212,20.752
0.029,-0.722,0.746,-37.781,-16.968,23.193
0.013,-0.700,0.740,-38.208,-17.151,26.001
-0.005,-0.686,0.739,-38.147,-16.846,27.100
-0.006,-0.672,0.748,-37.415,-16.663,25.879
-0.006,-0.666,0.762,-36.987,-17.334,24.719
-0.010,-0.658,0.779,-36.316,-17.761,24.536
-0.014,-0.654,0.784,-36.377,-16.357,25.085
-0.019,-0.647,0.783,-36.499,-14.832,25.452
-0.014,-0.627,0.786,-36.377,-13.855,25.574
-0.012,-0.609,0.783,-36.621,-13.000,25.635
-0.017,-0.594,0.776,-37.659,-13.367,25.330
-0.015,-0.584,0.768,-38.757,-14.587,23.804
-0.007,-0.574,0.762,-39.978,-16.357,22.522
-0.004,-0.559,0.759,-40.588,-18.250,21.851
-0.001,-0.540,0.756,-40.649,-19.287,22.461
-0.004,-0.515,0.759,-40.405,-19.958,23.682
-0.008,-0.485,0.766,-40.527,-20.508,24.475
-0.015,-0.453,0.772,-40.527,-21.240,24.536
-0.021,-0.427,0.779,-40.527,-22.156,23.804
-0.032,-0.401,0.792,-40.161,-22.827,22.339
-0.035,-0.380,0.799,-39.673,-22.644,20.142
-0.035,-0.361,0.805,-38.452,-21.484,18.188
-0.035,-0.338,0.810,-36.926,-20.142,17.090
-0.041,-0.328,0.819,-34.485,-18.799,16.174
-0.045,-0.310,0.832,-31.372,-17.334,15.930
-0.044,-0.292,0.844,-28.381,-15.503,15.503
-0.036,-0.270,0.849,-25.879,-13.977,14.954
-0.036,-0.250,0.861,-23.254,-13.977,14.893
-0.039,-0.229,0.876,-20.874,-14.038,13.916
-0.036,-0.219,0.887,-19.104,-13.672,11.963
-0.036,-0.216,0.894,-17.212,-13.733,10.010
-0.039,-0.218,0.900,-16.113,-13.306,7.996
-0.037,-0.223,0.900,-14.587,-12.085,5.432
-0.031,-0.229,0.905,-11.963,-10.193,3.296
-0.030,-0.231,0.909,-8.911,-8.667,1.709
-0.030,-0.230,0.905,-6.409,-6.348,0.549
-0.032,-0.232,0.901,-3.784,-4.639,-0.671
-0.036,-0.233,0.895,-1.526,-3.113,-1.953
-0.034,-0.234,0.890,0.793,-2.197,-2.930
-0.028,-0.234,0.888,2.441,-1.587,-3.662
-0.028,-0.235,0.888,3.601,-1.160,-3.845
-0.033,-0.233,0.884,4.517,-0.183,-3.967
-0.037,-0.215,0.883,5.737,1.343,-4.150
-0.047,-0.196,0.883,7.385,2.563,-4.822
-0.055,-0.173,0.881,8.789,4.028,-5.676
-0.067,-0.155,0.878,10.132,5.127,-6.592
-0.085,-0.119,0.879,11.780,5.554,-8.057
-0.110,-0.093,0.875,13.367,5.859,-9.216
-0.133,-0.064,0.864,15.564,7.263,-10.498
-0.151,-0.030,0.852,18.433,9.155,-11.597
-0.186,0.002,0.844,22.156,11.292,-12.024
-0.222,0.002,0.808,26.306,15.259,-11.108
-0.244,-0.026,0.759,31.128,20.935,-10.986
-0.277,-0.065,0.704,38.025,24.902,-11.902
-0.324,-0.148,0.650,46.387,27.649,-12.512
-0.360,-0.249,0.587,57.373,30.762,-14.954
-0.410,-0.326,0.553,72.327,34.058,-20.569
-0.483,-0.419,0.543,88.318,39.978,-31.067
-0.504,-0.521,0.528,99.548,48.401,-46.326
-0.482,-0.637,0.509,107.605,54.138,-64.636
-0.445,-0.760,0.500,116.882,55.969,-81.421
-0.349,-0.914,0.499,122.131,55.603,-97.778
-0.175,-1.125,0.516,126.404,50.171,-116.821
0.074,-1.330,0.604,130.127,37.964,-135.132
0.344,-1.600,0.782,128.967,20.386,-150.940
0.698,-1.838,0.968,121.887,2.441,-156.311
0.993,-1.976,1.097,103.882,-7.935,-144.653
1.134,-1.974,1.159,73.059,-12.695,-109.558
0.974,-1.756,1.148,31.799,-11.658,-52.551
0.530,-1.430,1.072,-4.761,-5.127,10.376
0.048,-1.144,0.957,-27.893,8.057,56.763
-0.253,-0.738,0.867,-35.522,18.372,76.721
-0.452,-0.531,0.737,-42.542,19.470,70.923
-0.496,-0.403,0.608,-43.640,11.292,49.683
-0.426,-0.359,0.531,-35.400,1.404,24.048
-0.333,-0.410,0.529,-21.484,-5.676,3.235
-0.220,-0.503,0.587,-5.493,-8.179,-9.583
-0.110,-0.623,0.676,6.104,-8.545,-17.395
-0.024,-0.735,0.762,11.536,-8.484,-19.714
0.043,-0.818,0.823,11.169,-7.690,-17.700
0.084,-0.875,0.855,7.202,-5.737,-12.085
0.104,-0.903,0.861,2.869,-3.540,-4.761
0.107,-0.916,0.848,-0.977,-1.587,2.319
0.100,-0.913,0.834,-5.127,-1.526,8.667
0.080,-0.900,0.829,-9.827,-4.456,13.428

0.517,-1.833,0.895,119.568,14.587,-133.423
0.791,-1.968,1.101,101.135,0.671,-122.559
0.952,-2.020,1.208,74.036,-6.836,-98.511
0.951,-1.841,1.207,42.786,-8.118,-60.120
0.687,-1.558,1.082,7.446,-1.648,-13.489
0.273,-1.211,0.938,-16.418,6.958,26.428
-0.097,-0.848,0.833,-23.926,12.451,48.706
-0.359,-0.591,0.756,-23.437,10.193,48.767
-0.464,-0.492,0.693,-22.400,1.343,31.555
-0.419,-0.474,0.648,-18.127,-7.385,9.155
-0.302,-0.519,0.632,-11.169,-12.207,-6.958
-0.178,-0.601,0.648,-2.869,-11.108,-14.587
-0.076,-0.695,0.691,4.639,-7.141,-16.296
0.005,-0.777,0.746,9.155,-4.517,-14.648
0.058,-0.841,0.787,9.583,-4.089,-10.437
0.080,-0.875,0.820,7.019,-3.967,-4.700
0.082,-0.886,0.841,3.540,-3.357,1.099
0.074,-0.884,0.845,0.305,-2.441,6.531
0.068,-0.874,0.843,-3.113,-3.052,9.705
0.064,-0.861,0.838,-7.385,-5.920,11.230
0.051,-0.843,0.838,-12.268,-10.620,12.268
0.022,-0.819,0.839,-17.334,-15.259,13.428
-0.007,-0.784,0.836,-21.118,-17.578,14.771
-0.029,-0.756,0.835,-23.254,-18.677,15.259
-0.046,-0.745,0.844,-24.536,-20.325,15.015
-0.050,-0.746,0.854,-24.719,-20.813,14.343
-0.049,-0.747,0.857,-23.865,-18.982,14.282
-0.045,-0.743,0.860,-21.545,-14.893,15.320
-0.039,-0.752,0.860,-18.494,-9.277,18.250
-0.029,-0.755,0.859,-15.564,-4.150,21.973
-0.032,-0.765,0.860,-13.855,-0.610,25.208
-0.030,-0.765,0.856,-14.221,1.282,27.771
-0.031,-0.765,0.849,-16.602,1.221,29.236
-0.036,-0.767,0.832,-20.203,-0.366,29.846
-0.033,-0.767,0.814,-23.743,-1.953,29.419
-0.032,-0.766,0.804,-25.818,-3.357,28.748
-0.027,-0.757,0.801,-27.405,-4.089,28.564
-0.024,-0.739,0.800,-28.931,-3.540,30.029
-0.035,-0.722,0.795,-29.968,-2.869,32.471
-0.045,-0.694,0.788,-31.128,-2.686,34.546
-0.056,-0.671,0.780,-32.410,-3.357,35.339
-0.065,-0.653,0.777,-32.959,-5.371,34.363
-0.065,-0.642,0.782,-33.203,-7.263,32.288
-0.059,-0.642,0.791,-33.203,-9.094,30.151
-0.056,-0.644,0.801,-32.715,-10.193,29.236
-0.056,-0.633,0.808,-32.410,-9.583,29.114
-0.048,-0.601,0.811,-32.288,-7.568,29.602
-0.047,-0.580,0.804,-31.799,-6.226,30.212
-0.042,-0.557,0.791,-31.128,-5.981,30.762
-0.041,-0.543,0.790,-30.029,-6.531,30.151
-0.031,-0.539,0.798,-28.748,-7.874,28.259
-0.028,-0.536,0.815,-28.503,-10.010,26.245
-0.029,-0.529,0.834,-29.297,-12.268,24.231
-0.028,-0.516,0.845,-30.823,-13.550,22.217
-0.022,-0.500,0.851,-32.471,-13.733,20.935
-0.020,-0.475,0.848,-32.166,-13.550,20.935
-0.025,-0.458,0.848,-31.189,-13.123,21.729
-0.031,-0.431,0.847,-29.419,-12.146,21.851
-0.035,-0.409,0.847,-27.588,-10.742,21.240
-0.040,-0.388,0.848,-25.574,-9.583,20.325
-0.047,-0.368,0.853,-23.499,-8.911,19.043
-0.049,-0.347,0.856,-21.790,-7.874,16.968
-0.047,-0.334,0.856,-20.691,-7.080,14.465
-0.039,-0.319,0.855,-19.775,-6.714,12.329
-0.034,-0.300,0.848,-18.982,-6.409,10.986
-0.025,-0.287,0.849,-17.761,-6.042,9.827
-0.012,-0.265,0.850,-15.503,-5.615,8.972
-0.008,-0.254,0.848,-13.733,-4.700,8.789
-0.007,-0.239,0.851,-12.085,-4.089,8.484
-0.009,-0.228,0.854,-9.949,-3.235,7.874
-0.006,-0.218,0.857,-7.996,-2.502,6.653
-0.008,-0.210,0.863,-5.981,-2.380,5.188
-0.020,-0.194,0.869,-4.333,-2.747,3.601
-0.032,-0.174,0.873,-2.563,-2.258,2.136
-0.037,-0.159,0.872,-0.122,-0.732,0.732
-0.040,-0.144,0.869,2.747,0.793,-0.671
-0.048,-0.125,0.871,5.066,1.770,-2.014
-0.061,-0.116,0.859,7.446,3.235,-2.991
-0.066,-0.114,0.840,10.010,4.700,-4.578
-0.069,-0.110,0.830,12.695,5.188,-7.385
-0.077,-0.101,0.826,15.564,4.883,-10.742
-0.084,-0.095,0.822,18.433,4.639,-14.343
-0.095,-0.088,0.814,20.691,4.456,-17.517
-0.108,-0.059,0.816,23.071,4.822,-19.958
-0.132,-0.002,0.819,26.184,6.592,-21.118
-0.179,0.016,0.789,29.846,11.108,-20.508
-0.216,0.013,0.731,34.912,17.822,-20.813
-0.251,-0.001,0.678,41.931,22.827,-24.353
-0.285,-0.022,0.644,50.842,24.353,-29.907
-0.346,-0.075,0.621,60.974,25.208,-36.926
-0.417,-0.134,0.592,70.740,27.283,-44.983
-0.490,-0.234,0.544,80.139,31.067,-56.091
-0.563,-0.360,0.486,89.294,34.485,-71.167
-0.584,-0.492,0.440,99.487,34.607,-87.708
-0.589,-0.676,0.419,109.436,32.349,-105.164
-0.507,-0.920,0.410,118.896,30.273,-119.446
-0.377,-1.159,0.468,128.357,26.672,-133.789
-0.141,-1.418,0.593,134.766,20.447,-144.897
0.136,-1.708,0.757,131.836,11.536,-149.353
0.472,-1.976,0.989,126.648,1.892,-146.301
0.829,-2.189,1.199,111.023,-5.432,-132.996
1.090,-2.243,1.312,82.581,-6.775,-104.492
