aX,aY,aZ,gX,gY,gZ
0.504,-0.165,-0.917,38.330,5.432,14.648
0.464,-0.142,-0.940,40.466,8.118,16.846
0.426,-0.120,-0.961,42.175,7.263,17.700
0.401,-0.108,-0.980,41.687,5.432,17.212
0.389,-0.089,-1.010,40.955,1.160,15.015
0.394,-0.086,-1.016,40.833,-4.517,11.719
0.414,-0.080,-1.022,39.917,-10.315,7.568
0.433,-0.085,-1.025,39.063,-15.259,5.127
0.447,-0.079,-1.026,39.978,-18.616,4.333
0.456,-0.063,-1.027,42.725,-20.325,4.761
0.453,-0.054,-1.029,45.837,-20.325,6.042
0.440,-0.040,-1.028,49.072,-19.897,7.874
0.431,-0.023,-1.039,52.307,-19.165,8.972
0.416,-0.018,-1.044,55.237,-18.433,9.277
0.406,-0.010,-1.053,58.960,-19.348,9.033
0.406,0.012,-1.056,62.744,-21.851,8.057

-1.154,-1.194,1.937,300.781,-220.276,27.588
-1.712,-1.636,2.537,295.715,-188.843,29.663
-2.117,-2.211,3.517,264.160,-147.766,16.724
-2.156,-2.606,4.000,197.815,-99.121,-12.512
-1.569,-2.204,4.000,102.722,-39.124,-38.818
-0.886,-1.496,4.000,-6.165,-3.113,-62.683
-0.559,-1.339,3.955,-112.793,-5.188,-73.059
-0.391,-1.117,2.505,-177.490,9.583,-61.951
-0.252,-0.896,1.105,-185.425,50.964,-41.626
-0.094,-0.520,0.294,-165.894,86.914,-19.226
0.126,-0.158,-0.087,-134.766,116.089,8.057
0.328,0.186,-0.180,-101.868,130.737,33.752
0.446,0.450,-0.106,-76.660,128.235,47.241
0.489,0.622,0.005,-68.542,115.479,51.331
0.491,0.708,0.099,-71.960,98.389,47.302
0.477,0.723,0.165,-79.224,82.275,38.330
0.448,0.689,0.229,-85.510,67.871,28.687
0.417,0.645,0.306,-89.539,56.702,20.752
0.387,0.604,0.383,-90.698,49.500,15.991
0.361,0.530,0.466,-90.637,45.471,14.709
0.354,0.485,0.542,-86.670,43.030,12.207
0.355,0.443,0.614,-82.825,43.152,9.827
0.354,0.398,0.663,-77.576,44.922,10.010
0.365,0.360,0.685,-70.923,45.715,10.376
0.368,0.329,0.723,-68.726,50.049,9.827
0.379,0.325,0.753,-69.092,56.213,10.559
0.382,0.311,0.790,-69.824,63.232,11.719
0.391,0.320,0.771,-68.054,69.458,12.756
0.406,0.329,0.789,-67.444,73.853,11.047
0.421,0.339,0.793,-69.214,76.111,8.240
0.448,0.348,0.796,-73.364,77.148,5.310
0.470,0.345,0.788,-77.820,77.271,1.770
0.498,0.348,0.769,-81.848,78.674,-0.977
0.520,0.345,0.752,-84.595,80.994,-3.052
0.531,0.348,0.725,-87.830,84.717,-4.456
0.539,0.340,0.703,-89.905,88.440,-5.554
0.542,0.342,0.669,-88.684,89.600,-7.935
0.555,0.366,0.638,-88.013,89.966,-10.803
0.563,0.382,0.610,-89.233,90.271,-13.000
0.561,0.385,0.584,-91.003,90.759,-15.625
0.560,0.393,0.565,-93.628,91.675,-18.616
0.574,0.398,0.540,-96.619,92.285,-20.081
0.581,0.419,0.531,-100.586,92.407,-19.348
0.585,0.419,0.503,-103.821,92.041,-18.188
0.592,0.422,0.486,-105.103,94.238,-16.052
0.599,0.424,0.449,-101.990,94.055,-13.489
0.595,0.444,0.392,-99.854,95.459,-9.949
0.587,0.452,0.359,-98.633,98.572,-5.615
0.578,0.464,0.321,-99.243,100.342,-3.540
0.570,0.475,0.286,-101.013,100.830,-3.601
0.562,0.481,0.250,-106.873,100.403,-4.700
0.571,0.490,0.214,-113.708,99.548,-6.470
0.587,0.498,0.156,-118.591,99.243,-7.935
0.597,0.496,0.098,-121.765,100.891,-7.812
0.616,0.495,0.044,-122.681,105.957,-5.737
0.616,0.501,0.003,-122.375,112.366,-2.625
0.613,0.487,-0.008,-124.146,118.469,0.916
0.597,0.475,-0.007,-126.282,121.216,3.357
0.600,0.499,-0.029,-128.723,120.300,3.113
0.611,0.496,-0.077,-133.362,116.699,0.244
0.618,0.492,-0.140,-133.484,113.098,-2.502
0.632,0.501,-0.193,-130.554,111.023,-5.005
0.640,0.495,-0.233,-128.784,109.131,-7.080
0.650,0.486,-0.264,-127.686,106.140,-8.484
0.641,0.484,-0.280,-128.296,104.187,-9.033
0.655,0.467,-0.285,-130.554,103.333,-9.705
0.667,0.477,-0.300,-132.690,101.440,-10.620
0.689,0.475,-0.308,-134.216,99.365,-11.475
0.697,0.467,-0.347,-134.033,100.952,-11.108
0.710,0.451,-0.400,-130.859,105.225,-9.460
0.692,0.436,-0.460,-125.916,109.985,-6.348
0.694,0.415,-0.492,-121.765,113.647,-3.296
0.592,0.363,-0.516,-117.859,112.000,-2.930
0.687,0.469,-0.564,-112.793,105.957,-2.197
0.649,0.428,-0.603,-109.619,95.154,-11.169
0.661,0.407,-0.616,-102.417,82.825,-19.043
0.701,0.426,-0.616,-97.412,76.050,-16.235
0.715,0.412,-0.625,-103.027,78.552,-12.817
0.719,0.417,-0.645,-110.046,86.365,-8.240
0.712,0.402,-0.641,-112.610,94.482,-0.977
0.709,0.404,-0.552,-110.779,96.069,2.991
0.690,0.387,-0.554,-112.000,91.309,5.310
0.670,0.366,-0.513,-119.019,87.891,7.446
0.660,0.340,-0.475,-125.916,83.496,8.667
0.661,0.329,-0.446,-132.568,77.698,9.460
0.641,0.304,-0.424,-138.733,73.425,10.010
0.642,0.259,-0.415,-144.714,75.684,13.489
0.585,0.236,-0.501,-148.499,86.304,19.043
0.503,0.201,-0.573,-148.682,104.858,26.917
0.450,0.184,-0.615,-146.667,119.995,34.607
0.398,0.167,-0.640,-150.391,122.131,36.865
0.370,0.124,-0.677,-159.058,112.305,36.072
0.326,0.107,-0.753,-169.006,98.511,35.034
0.307,0.057,-0.800,-176.270,90.271,30.945
0.330,0.004,-0.855,-178.772,87.524,26.978
0.239,-0.055,-0.940,-177.551,89.233,27.344
0.223,-0.102,-1.049,-178.406,92.041,28.259
0.216,-0.111,-1.153,-179.626,87.646,21.912
0.251,-0.139,-1.246,-177.551,73.914,11.353
0.304,-0.162,-1.297,-168.396,52.979,0.488
0.361,-0.151,-1.320,-160.889,33.447,-9.033
0.413,-0.187,-1.291,-155.945,18.555,-15.869
0.443,-0.227,-1.230,-146.912,8.789,-19.958
0.458,-0.254,-1.167,-135.315,4.456,-21.301
0.472,-0.259,-1.125,-125.122,8.362,-19.043
0.473,-0.281,-1.118,-117.126,20.142,-14.832
0.489,-0.298,-1.177,-110.901,36.926,-8.728
0.464,-0.298,-1.308,-102.966,53.223,-1.648
0.458,-0.277,-1.467,-90.942,64.575,7.874
0.455,-0.289,-1.635,-77.759,66.406,10.132
0.480,-0.219,-1.765,-61.768,55.237,7.935
0.464,-0.166,-1.835,-44.495,40.039,6.775
0.419,-0.118,-1.790,-23.560,24.048,7.446
0.356,-0.071,-1.636,-1.953,10.437,5.859
0.334,-0.051,-1.438,15.808,-0.671,0.732
0.352,-0.057,-1.236,26.184,-8.484,-6.714
0.393,-0.067,-1.078,29.297,-15.320,-12.878
0.442,-0.073,-0.956,26.489,-19.104,-16.113
0.499,-0.083,-0.892,20.630,-20.020,-16.418

-1.091,-0.821,1.831,272.095,-207.886,6.042
-1.551,-1.156,2.375,253.479,-183.899,0.671
-1.967,-1.596,3.130,221.558,-153.748,-14.404
-2.098,-2.058,4.000,166.931,-118.408,-42.480
-1.863,-2.020,4.000,82.886,-76.233,-68.909
-0.769,-1.531,4.000,-23.376,-29.236,-92.773
-0.486,-1.089,4.000,-120.361,7.324,-106.201
-0.255,-0.941,3.194,-165.222,17.151,-83.801
-0.195,-0.756,1.973,-163.391,47.485,-42.664
-0.101,-0.578,0.853,-128.906,86.121,-7.568
-0.002,-0.318,0.301,-97.961,118.591,22.644
0.114,-0.013,0.054,-66.772,139.282,42.358
0.267,0.328,-0.079,-49.255,146.484,57.556
0.323,0.527,0.012,-53.528,122.253,59.326
0.385,0.656,0.107,-62.927,100.830,51.392
0.401,0.709,0.193,-75.256,81.116,40.527
0.394,0.693,0.270,-84.595,66.040,30.212
0.370,0.638,0.343,-89.478,55.359,23.560
0.343,0.592,0.422,-89.905,48.767,19.226
0.314,0.547,0.508,-88.745,46.143,17.456
0.289,0.488,0.617,-86.365,47.058,17.822
0.277,0.425,0.690,-82.031,48.340,18.433
0.270,0.370,0.768,-75.928,50.903,17.212
0.273,0.347,0.824,-70.435,55.115,15.564
0.273,0.322,0.853,-67.932,60.242,14.832
0.279,0.311,0.879,-69.214,66.589,14.832
0.283,0.312,0.877,-73.364,72.632,15.076
0.291,0.328,0.863,-78.918,78.430,15.198
0.304,0.339,0.842,-85.266,83.496,13.428
0.324,0.351,0.820,-90.881,86.426,9.766
0.351,0.368,0.794,-95.764,88.074,4.883
0.378,0.380,0.763,-100.159,88.989,-0.122
0.388,0.391,0.723,-103.149,89.844,-4.028
0.401,0.409,0.689,-104.126,89.905,-8.484
0.413,0.421,0.649,-105.530,88.562,-14.465
0.426,0.425,0.617,-107.178,85.815,-20.691
0.451,0.430,0.574,-107.727,82.642,-27.771
0.481,0.435,0.530,-107.239,80.872,-33.813
0.515,0.445,0.485,-104.736,80.811,-37.231
0.538,0.453,0.442,-100.098,84.167,-37.781
0.559,0.456,0.411,-93.628,89.966,-35.889
0.576,0.471,0.390,-86.182,95.581,-32.349
0.587,0.475,0.409,-80.078,99.670,-28.809
0.591,0.481,0.423,-76.843,100.891,-26.245
0.584,0.495,0.410,-78.125,98.328,-25.085
0.583,0.495,0.396,-84.045,94.116,-25.452
0.585,0.483,0.363,-92.224,89.050,-26.306
0.596,0.480,0.312,-98.877,84.961,-26.855
0.610,0.475,0.271,-101.563,84.045,-26.611
0.627,0.472,0.247,-102.295,87.097,-24.292
0.631,0.472,0.217,-99.854,91.980,-19.958
0.629,0.480,0.186,-96.191,98.572,-14.221
0.602,0.482,0.184,-92.712,105.286,-9.216
0.582,0.498,0.184,-91.064,109.009,-6.226
0.570,0.488,0.200,-94.238,109.009,-6.226
0.552,0.472,0.214,-98.999,104.065,-10.437
0.551,0.448,0.210,-104.309,97.046,-17.029
0.591,0.433,0.171,-110.291,91.675,-22.644
0.616,0.425,0.106,-112.793,92.651,-24.353
0.645,0.413,0.052,-111.267,101.990,-19.836
0.650,0.423,-0.010,-106.201,115.173,-12.085
0.630,0.434,-0.037,-100.647,127.380,-4.028
0.611,0.451,-0.026,-98.755,133.850,0.854
0.588,0.458,-0.006,-104.492,130.493,1.587
0.573,0.449,0.004,-117.310,120.117,-2.319
0.578,0.425,-0.008,-132.629,105.164,-10.010
0.607,0.387,-0.043,-146.362,90.515,-19.043
0.656,0.367,-0.114,-154.297,84.167,-24.048
0.687,0.344,-0.206,-154.114,91.248,-21.484
0.696,0.343,-0.291,-145.081,110.352,-11.536
0.669,0.360,-0.342,-132.202,134.277,1.892
0.634,0.343,-0.345,-126.038,149.780,13.489
0.558,0.325,-0.329,-126.892,147.339,14.282
0.559,0.337,-0.324,-138.550,135.864,14.038
0.569,0.310,-0.336,-154.846,118.896,8.057
0.588,0.281,-0.339,-169.373,101.624,-0.366
0.626,0.235,-0.346,-179.077,91.492,-4.883
0.659,0.205,-0.433,-181.702,94.788,-3.418
0.649,0.181,-0.522,-176.147,116.760,7.874
0.585,0.169,-0.604,-164.246,147.339,24.292
0.489,0.161,-0.671,-152.771,168.884,37.964
0.450,0.214,-0.743,-148.010,173.401,43.579
0.412,0.237,-0.752,-156.189,162.354,39.185
0.400,0.205,-0.740,-172.241,142.151,30.457
0.402,0.161,-0.683,-188.171,119.995,20.874
0.409,0.106,-0.649,-204.285,102.417,13.062
0.391,0.036,-0.574,-219.543,92.163,9.338
0.358,-0.063,-0.527,-229.004,90.027,10.864
0.319,-0.167,-0.614,-225.464,96.802,18.188
0.225,-0.310,-0.745,-232.727,113.831,29.968
0.159,-0.382,-0.939,-242.493,132.446,45.654
0.110,-0.438,-1.114,-253.418,144.714,58.289
0.099,-0.557,-1.291,-266.113,142.090,64.392
0.125,-0.632,-1.538,-273.499,122.620,61.584
0.181,-0.615,-1.833,-270.508,97.046,49.683
0.244,-0.518,-2.133,-254.761,75.867,37.292
0.349,-0.456,-2.366,-224.731,65.247,28.564
0.465,-0.387,-2.592,-190.491,62.988,24.414
0.518,-0.285,-2.755,-151.917,62.805,29.968
0.473,-0.172,-2.716,-105.225,58.533,42.969
0.348,-0.085,-2.475,-52.795,44.739,48.706
0.247,-0.021,-2.120,-3.540,23.804,37.231
0.208,0.001,-1.769,33.203,2.380,12.451
0.247,-0.048,-1.441,51.392,-13.000,-12.146
0.345,-0.052,-1.154,51.392,-21.179,-28.442
0.444,-0.088,-1.008,48.035,-24.597,-29.663
0.517,-0.139,-0.941,42.297,-26.184,-21.362
0.584,-0.120,-1.021,32.349,-21.973,-12.939
0.594,-0.126,-1.081,28.992,-14.343,-2.502
0.575,-0.126,-1.159,33.752,-4.395,8.667
0.539,-0.115,-1.204,44.373,7.690,18.005
0.490,-0.111,-1.240,60.181,16.541,22.827
0.433,-0.095,-1.260,75.806,23.315,23.804
0.387,-0.025,-1.278,90.515,24.414,25.085
0.349,0.028,-1.280,99.854,23.437,26.367
0.313,0.059,-1.276,105.835,17.944,22.888
0.290,0.072,-1.285,111.267,8.301,17.029
0.310,0.104,-1.291,116.028,-1.709,12.756
0.325,0.100,-1.272,119.263,-10.254,6.836

-0.950,-0.986,2.019,244.568,-189.758,-12.817
-1.350,-1.378,2.586,229.370,-171.753,-17.395
-1.734,-1.809,3.328,196.899,-145.447,-28.259
-1.843,-2.190,4.000,142.395,-112.976,-46.509
-1.454,-1.976,4.000,76.355,-67.932,-63.232
-0.853,-1.458,4.000,3.296,-19.165,-76.172
-0.479,-1.221,3.865,-80.261,13.123,-70.435
-0.390,-1.042,2.742,-136.597,40.283,-43.640
-0.306,-0.873,1.448,-146.301,76.111,-14.893
-0.225,-0.610,0.671,-135.864,111.206,6.653
-0.098,-0.313,0.335,-116.455,133.301,26.611
0.032,-0.029,0.258,-94.360,141.663,41.748
0.116,0.195,0.368,-78.796,132.690,45.837
0.179,0.357,0.491,-78.735,117.249,40.283
0.210,0.439,0.566,-89.172,102.112,30.762
0.220,0.451,0.583,-102.295,88.684,21.484
0.230,0.437,0.573,-112.061,78.735,15.381
0.232,0.422,0.576,-116.455,73.792,11.841
0.232,0.395,0.604,-117.615,73.120,10.803
0.222,0.370,0.622,-115.295,75.073,13.062
0.217,0.352,0.633,-108.948,78.125,15.686
0.215,0.342,0.645,-102.173,82.275,16.541
0.219,0.338,0.639,-98.328,84.961,15.869
0.231,0.332,0.654,-97.900,86.304,13.367
0.245,0.339,0.641,-99.487,87.341,9.644
0.266,0.344,0.639,-101.929,89.050,5.920
0.285,0.350,0.652,-104.309,91.003,2.197
0.297,0.367,0.638,-105.652,92.407,-2.014
0.327,0.375,0.628,-105.957,93.201,-6.409
0.357,0.389,0.603,-104.797,93.811,-11.719
0.403,0.396,0.590,-103.088,95.459,-16.174
0.441,0.407,0.587,-101.868,98.022,-18.005
0.464,0.405,0.572,-101.563,101.685,-17.639
0.490,0.392,0.565,-101.807,105.713,-16.785
0.516,0.380,0.566,-103.455,108.704,-16.296
0.536,0.374,0.564,-106.201,109.253,-15.015
0.548,0.377,0.539,-109.375,109.009,-13.489
0.550,0.373,0.512,-113.586,109.558,-12.329
0.552,0.365,0.483,-118.225,109.375,-12.024
0.567,0.357,0.428,-120.178,108.398,-12.024
0.580,0.375,0.364,-118.530,108.643,-11.780
0.580,0.380,0.332,-116.211,111.633,-9.888
0.570,0.393,0.311,-113.770,115.295,-6.714
0.548,0.414,0.310,-112.976,117.310,-4.333
0.523,0.422,0.320,-116.394,116.577,-3.967
0.513,0.424,0.317,-123.718,113.159,-5.615
0.515,0.425,0.284,-134.033,107.849,-9.216
0.517,0.405,0.246,-142.517,103.088,-12.146
0.538,0.401,0.198,-146.240,104.248,-12.207
0.547,0.395,0.154,-142.151,111.267,-9.460
0.539,0.409,0.112,-134.827,122.070,-3.845
0.513,0.431,0.080,-129.150,132.935,2.625
0.473,0.446,0.073,-129.761,138.916,7.629
0.435,0.451,0.067,-136.475,136.414,8.301
0.413,0.448,0.063,-148.376,128.540,3.967
0.415,0.442,0.045,-162.598,117.615,-4.089
0.431,0.434,-0.018,-175.232,107.727,-12.512
0.456,0.406,-0.109,-184.265,102.112,-19.531
0.490,0.384,-0.238,-184.387,104.248,-21.057
0.505,0.380,-0.328,-173.462,117.859,-16.724
0.501,0.378,-0.360,-159.729,136.780,-9.827
0.506,0.377,-0.372,-150.208,150.513,-3.662
0.509,0.386,-0.374,-148.071,155.823,-0.549
0.500,0.353,-0.388,-151.672,155.640,0.122
0.555,0.406,-0.462,-156.982,152.039,1.709
0.571,0.344,-0.489,-164.001,149.109,2.563
0.534,0.307,-0.503,-168.640,144.409,0.122
0.563,0.324,-0.555,-175.476,147.034,7.996
0.585,0.271,-0.609,-189.453,150.574,13.000
0.582,0.251,-0.679,-194.946,150.635,17.761
0.552,0.249,-0.756,-190.552,150.940,25.757
0.499,0.218,-0.843,-187.866,152.405,30.396
0.474,0.203,-0.927,-180.969,152.832,29.968
0.480,0.239,-0.972,-168.701,148.926,24.963
0.480,0.238,-0.970,-162.354,139.709,19.165
0.482,0.199,-0.956,-164.856,128.235,15.869
0.485,0.182,-0.943,-169.189,115.967,14.160
0.478,0.158,-0.924,-174.622,105.530,13.062
0.462,0.115,-0.897,-181.030,96.375,12.817
0.437,0.086,-0.916,-185.364,89.417,13.794
0.412,0.061,-0.955,-187.988,89.661,16.296
0.397,0.022,-0.970,-190.674,93.933,19.348
0.394,-0.035,-0.988,-194.031,94.604,21.301
0.378,-0.104,-1.048,-197.449,90.820,22.339
0.371,-0.146,-1.133,-199.341,87.585,26.245
0.362,-0.187,-1.185,-199.463,85.388,31.311
0.353,-0.218,-1.232,-199.707,80.078,32.410
0.354,-0.229,-1.266,-199.951,69.458,30.457
0.349,-0.238,-1.276,-196.655,52.856,26.489
0.339,-0.266,-1.262,-190.308,36.072,20.203
0.335,-0.307,-1.270,-183.655,23.376,14.465
0.327,-0.347,-1.290,-174.133,16.968,10.315
0.345,-0.368,-1.363,-164.795,16.907,9.155
0.364,-0.393,-1.469,-156.677,22.644,9.888
0.385,-0.398,-1.593,-147.827,31.006,13.245
0.408,-0.400,-1.712,-134.644,35.645,17.212
0.419,-0.393,-1.820,-118.591,35.034,19.958
0.407,-0.376,-1.931,-93.628,29.053,22.217
0.375,-0.283,-1.954,-61.707,21.179,21.851
0.342,-0.228,-1.926,-31.311,14.099,18.127
0.310,-0.220,-1.851,-5.005,9.216,12.146
0.318,-0.229,-1.777,17.639,5.798,4.333
0.359,-0.225,-1.683,34.546,3.723,-2.258
0.380,-0.268,-1.630,50.537,0.977,-4.883
0.412,-0.270,-1.565,59.875,-1.282,-4.822
0.400,-0.272,-1.529,69.458,-3.723,-3.479
0.412,-0.231,-1.504,81.238,-2.930,1.953
0.388,-0.188,-1.500,93.994,0.305,5.920
0.378,-0.167,-1.481,107.117,3.601,8.484
0.377,-0.144,-1.472,119.629,5.432,6.409
0.370,-0.145,-1.441,131.531,3.906,3.967
0.368,-0.137,-1.438,140.686,1.160,3.479
0.359,-0.126,-1.436,149.353,-1.404,4.761
0.352,-0.104,-1.426,158.020,-6.042,5.554
0.345,-0.077,-1.388,165.283,-12.634,5.615
0.337,-0.056,-1.349,169.556,-20.325,4.028
0.331,-0.046,-1.298,171.997,-29.053,2.441
0.340,-0.004,-1.288,174.194,-36.133,2.319
0.325,-0.009,-1.259,177.246,-43.091,0.549

-0.916,-0.734,1.904,227.112,-142.334,27.893
-1.167,-0.949,2.373,215.027,-120.972,25.146
-1.472,-1.279,3.056,191.223,-96.375,14.160
-1.573,-1.517,3.700,149.109,-65.186,-2.686
-1.413,-1.485,4.000,83.374,-28.870,-17.395
-0.734,-1.193,4.000,-7.812,11.658,-39.185
-0.502,-0.870,3.696,-94.604,40.833,-53.162
-0.389,-0.813,2.802,-123.291,30.579,-40.405
-0.296,-0.679,1.932,-140.564,43.091,-23.987
-0.191,-0.548,1.193,-134.460,61.401,-6.165
-0.099,-0.383,0.707,-121.216,82.458,10.986
0.005,-0.197,0.484,-102.295,102.600,28.076
0.090,-0.004,0.455,-85.632,114.624,41.504
0.152,0.148,0.506,-78.552,117.981,49.927
0.187,0.250,0.587,-81.421,113.770,53.040
0.202,0.301,0.650,-89.844,105.286,52.063
0.199,0.315,0.683,-100.159,97.290,48.157
0.201,0.317,0.689,-110.107,91.003,44.189
0.192,0.310,0.678,-118.408,86.792,41.626
0.182,0.296,0.672,-124.634,84.167,40.771
0.161,0.275,0.671,-127.319,82.703,40.588
0.147,0.270,0.662,-125.183,82.886,39.307
0.151,0.277,0.677,-122.375,83.801,36.194
0.148,0.282,0.693,-120.483,84.290,32.166
0.162,0.296,0.693,-118.774,85.083,28.015
0.173,0.323,0.689,-119.141,86.975,24.475
0.188,0.339,0.685,-122.498,89.478,21.851
0.198,0.363,0.673,-126.404,92.712,19.836
0.212,0.375,0.655,-129.517,96.130,17.578
0.214,0.394,0.629,-131.592,99.182,15.198
0.230,0.412,0.609,-132.874,101.196,12.390
0.238,0.424,0.583,-134.033,102.600,8.484
0.254,0.442,0.552,-134.216,103.333,5.188
0.265,0.455,0.531,-133.972,104.065,2.075
0.266,0.467,0.508,-132.629,105.103,-0.916
0.278,0.479,0.487,-130.432,106.018,-3.845
0.301,0.493,0.470,-128.845,105.408,-8.301
0.349,0.502,0.464,-128.784,104.370,-12.512
0.382,0.498,0.454,-129.211,104.431,-14.099
0.414,0.491,0.429,-128.784,106.628,-12.756
0.459,0.502,0.407,-127.075,110.168,-9.766
0.483,0.502,0.396,-126.709,114.136,-5.493
0.486,0.489,0.383,-128.296,117.493,0.305
0.493,0.495,0.353,-129.517,119.141,6.897
0.485,0.483,0.339,-131.531,119.263,11.292
0.494,0.498,0.315,-133.545,117.798,13.977
0.486,0.489,0.255,-137.207,115.173,13.733
0.496,0.487,0.198,-142.761,113.281,14.526
0.504,0.478,0.129,-145.691,116.089,17.090
0.501,0.484,0.084,-143.555,121.948,22.644
0.496,0.499,0.047,-137.329,128.357,29.785
0.456,0.513,0.043,-133.850,134.399,33.752
0.432,0.521,0.046,-135.498,136.597,36.804
0.410,0.519,0.044,-142.578,132.690,36.682
0.387,0.512,0.020,-153.015,124.573,33.691
0.383,0.502,-0.026,-165.588,117.432,31.799
0.390,0.483,-0.096,-176.086,112.915,31.433
0.371,0.459,-0.163,-179.932,114.319,34.790
0.393,0.463,-0.262,-174.500,123.108,42.358
0.342,0.477,-0.318,-167.847,134.521,51.392
0.315,0.462,-0.346,-165.710,143.799,58.716
0.279,0.462,-0.348,-168.762,141.724,61.096
0.282,0.474,-0.386,-177.795,130.005,58.289
0.289,0.477,-0.444,-188.782,119.385,52.856
0.302,0.464,-0.505,-195.862,115.845,48.584
0.291,0.449,-0.563,-197.571,119.812,48.523
0.314,0.448,-0.620,-195.740,128.784,53.040
0.284,0.428,-0.663,-196.411,139.465,59.082
0.248,0.387,-0.704,-201.233,147.034,65.369
0.198,0.367,-0.765,-203.918,147.400,69.763
0.183,0.376,-0.823,-201.904,139.954,70.496
0.173,0.308,-0.877,-196.045,123.962,65.613
0.184,0.356,-0.967,-180.420,102.905,55.359
0.206,0.384,-1.053,-168.701,91.370,48.218
0.213,0.353,-1.102,-167.175,91.492,44.739
0.207,0.329,-1.125,-164.795,94.482,42.358
0.197,0.325,-1.133,-161.560,97.046,42.786
0.191,0.314,-1.156,-161.804,97.107,45.349
0.180,0.295,-1.206,-164.062,93.933,48.950
0.158,0.285,-1.275,-165.955,90.454,52.429
0.127,0.264,-1.342,-165.588,86.975,54.993
0.103,0.258,-1.402,-161.194,79.895,55.420
0.091,0.253,-1.440,-152.649,67.810,51.575
0.096,0.274,-1.466,-141.235,52.551,44.617
0.105,0.271,-1.467,-129.456,39.063,36.011
0.096,0.253,-1.465,-117.981,30.029,28.625
0.082,0.244,-1.455,-107.300,28.809,24.963
0.080,0.250,-1.450,-98.267,31.738,22.827
0.078,0.242,-1.448,-90.210,31.921,20.630
0.077,0.251,-1.467,-81.726,28.687,18.250
0.071,0.254,-1.493,-73.792,25.024,15.198
0.077,0.264,-1.512,-66.223,22.217,12.024
0.080,0.263,-1.503,-57.434,18.433,7.751
0.093,0.262,-1.492,-49.988,13.062,2.747
0.108,0.254,-1.489,-42.908,6.104,-1.587
0.124,0.267,-1.483,-35.339,-0.488,-4.333
0.136,0.276,-1.468,-27.588,-3.357,-6.653
0.148,0.288,-1.448,-20.508,-3.540,-8.911
0.165,0.298,-1.425,-13.489,-3.357,-10.254
0.187,0.300,-1.408,-7.629,-4.272,-11.780
0.209,0.302,-1.398,-2.686,-6.226,-12.878
0.225,0.300,-1.389,3.540,-8.423,-12.573
0.232,0.301,-1.380,10.010,-9.094,-10.742
0.229,0.304,-1.363,16.724,-8.972,-9.033
0.224,0.313,-1.377,23.682,-9.644,-7.141
0.211,0.319,-1.376,30.334,-9.094,-4.822
0.201,0.319,-1.389,36.316,-7.874,-3.601
0.188,0.309,-1.411,41.992,-7.568,-3.174
0.174,0.319,-1.439,49.133,-8.789,-2.869
0.156,0.323,-1.450,57.373,-11.902,-3.052
0.146,0.324,-1.448,65.063,-15.320,-4.333
0.143,0.319,-1.439,72.327,-19.958,-6.226
0.139,0.312,-1.434,78.979,-24.963,-7.690
0.128,0.307,-1.433,85.693,-28.809,-8.240
0.124,0.316,-1.427,92.468,-31.067,-8.972
0.119,0.317,-1.406,99.792,-33.142,-10.437
0.113,0.311,-1.381,107.300,-36.804,-12.146
0.117,0.313,-1.366,113.586,-40.894,-13.672
0.117,0.307,-1.364,119.019,-44.556,-15.381

-0.841,-1.066,2.122,276.855,-166.016,-43.518
-1.278,-1.382,2.948,239.502,-168.884,-54.932
-1.690,-1.901,3.941,186.340,-163.940,-67.871
-1.616,-2.212,4.000,121.155,-141.602,-82.214
-1.093,-1.851,4.000,47.607,-91.492,-103.088
-0.237,-1.316,4.000,-42.847,-34.485,-111.206
-0.161,-1.207,3.909,-122.009,9.888,-82.947
-0.104,-1.077,2.524,-140.137,46.570,-24.902
-0.107,-0.887,1.175,-130.249,107.361,20.874
-0.038,-0.517,0.495,-108.521,154.297,61.279
0.047,-0.121,0.187,-88.440,176.025,88.013
0.117,0.245,0.099,-79.651,167.297,94.971
0.120,0.496,0.121,-87.036,131.531,82.764
0.140,0.630,0.167,-103.149,91.675,58.655
0.181,0.680,0.220,-117.004,57.983,33.508
0.196,0.654,0.279,-124.390,34.180,15.503
0.202,0.609,0.359,-124.878,23.499,6.226
0.196,0.575,0.442,-118.591,23.010,3.052
0.178,0.535,0.528,-109.985,30.945,4.578
0.160,0.485,0.596,-101.196,42.480,9.338
0.132,0.422,0.675,-93.140,54.382,14.099
0.136,0.386,0.789,-84.839,61.829,15.564
0.146,0.365,0.828,-81.238,65.247,13.916
0.162,0.340,0.870,-83.374,67.139,11.536
0.173,0.325,0.870,-88.806,68.298,8.423
0.202,0.326,0.855,-94.421,70.313,5.249
0.224,0.327,0.842,-100.586,72.998,2.258
0.247,0.332,0.817,-104.980,75.562,-0.610
0.277,0.352,0.795,-107.117,77.881,-3.479
0.308,0.370,0.769,-109.924,80.200,-6.409
0.328,0.376,0.747,-112.244,82.397,-9.583
0.363,0.388,0.732,-112.549,84.412,-12.573
0.381,0.414,0.719,-113.647,85.144,-15.625
0.393,0.417,0.705,-117.737,84.961,-18.494
0.404,0.424,0.676,-122.253,83.618,-21.484
0.417,0.423,0.632,-126.526,82.458,-24.048
0.434,0.432,0.599,-129.822,83.008,-25.269
0.447,0.439,0.571,-132.446,85.144,-24.658
0.457,0.441,0.525,-135.681,88.318,-22.034
