aX,aY,aZ,gX,gY,gZ
0.235,-0.168,-1.087,-293.518,118.958,-1.648
0.219,-0.204,-1.115,-291.443,120.728,-5.859
0.214,-0.239,-1.141,-282.715,118.164,-10.010
0.250,-0.269,-1.193,-274.780,106.262,-12.939
0.144,-0.455,-1.111,-265.320,87.036,-15.564
0.238,-0.381,-1.319,-273.682,82.336,-10.071
0.192,-0.532,-1.227,-248.352,73.853,-2.502
0.061,-0.586,-1.291,-230.286,62.134,-5.432
0.172,-0.519,-1.414,-230.103,72.266,-3.662
0.167,-0.538,-1.469,-218.994,66.528,-7.935
0.227,-0.558,-1.508,-203.125,52.246,-12.451
0.242,-0.628,-1.515,-180.359,35.278,-14.526
0.242,-0.664,-1.558,-157.837,22.827,-13.672
0.252,-0.677,-1.574,-133.362,14.893,-10.803
0.255,-0.654,-1.593,-109.375,9.338,-10.925
0.269,-0.633,-1.607,-89.539,7.751,-12.024
0.279,-0.628,-1.615,-73.608,8.911,-13.428
0.294,-0.628,-1.626,-59.326,11.902,-13.550
0.308,-0.605,-1.633,-46.021,14.282,-13.855
0.302,-0.622,-1.642,-35.767,17.090,-14.465
0.309,-0.634,-1.623,-24.231,18.860,-14.343
0.318,-0.589,-1.634,-9.644,19.592,-13.245
0.322,-0.568,-1.643,3.052,19.653,-12.329
0.313,-0.545,-1.646,15.320,20.752,-11.719
0.304,-0.503,-1.650,30.762,21.362,-12.024
0.303,-0.470,-1.645,44.861,21.790,-12.634
0.291,-0.442,-1.625,56.580,21.240,-13.000
0.293,-0.427,-1.635,67.871,19.165,-12.939
0.284,-0.387,-1.609,77.759,14.771,-13.550
0.278,-0.362,-1.606,88.501,8.301,-13.733
0.280,-0.358,-1.605,98.572,1.465,-13.000
0.257,-0.363,-1.591,105.469,-3.296,-12.146
0.243,-0.368,-1.581,113.037,-6.531,-11.902
0.238,-0.357,-1.572,124.329,-10.132,-12.085
0.222,-0.357,-1.571,133.972,-14.038,-11.475
0.213,-0.353,-1.557,141.602,-17.944,-10.742
0.209,-0.356,-1.559,149.597,-22.156,-10.559
0.184,-0.375,-1.522,155.701,-25.757,-9.583
0.182,-0.339,-1.504,165.344,-29.602,-7.507
0.177,-0.289,-1.490,175.354,-34.058,-6.165
0.167,-0.254,-1.447,180.908,-39.978,-5.005
0.159,-0.230,-1.408,184.448,-46.570,-3.906
0.154,-0.202,-1.362,188.782,-53.101,-4.150
0.157,-0.175,-1.314,194.458,-58.777,-4.944
0.154,-0.164,-1.275,200.500,-64.941,-5.554
0.160,-0.147,-1.231,204.590,-70.068,-6.348
0.174,-0.113,-1.204,208.191,-75.256,-7.080
0.178,-0.105,-1.175,210.327,-79.468,-7.874
0.193,-0.093,-1.132,213.135,-82.764,-8.423
0.206,-0.043,-1.095,219.482,-88.623,-9.155
0.213,-0.030,-1.051,223.206,-96.069,-9.644
0.218,-0.035,-1.010,223.755,-102.478,-9.338
0.227,-0.023,-0.969,225.525,-107.422,-9.277

-0.303,-0.157,2.380,138.794,-100.159,-14.038
-0.346,-0.223,2.537,113.464,-93.018,-20.813
-0.346,-0.224,2.597,80.444,-73.486,-22.766
-0.276,-0.214,2.553,42.297,-39.856,-19.836
-0.176,-0.179,2.400,3.296,-1.770,-14.099
-0.092,-0.145,2.169,-31.616,31.189,-5.188
-0.042,-0.096,1.922,-57.495,53.650,5.005
-0.017,-0.044,1.696,-78.003,70.068,12.512
0.006,0.017,1.508,-92.285,82.275,16.052
0.033,0.080,1.358,-103.333,90.454,16.479
0.073,0.153,1.224,-111.328,92.590,15.320
0.101,0.211,1.136,-119.568,90.210,13.367
0.134,0.245,1.052,-128.967,86.609,11.475
0.158,0.277,1.002,-136.719,81.299,10.681
0.173,0.300,0.948,-142.273,77.026,10.010
0.192,0.317,0.896,-144.409,75.256,9.888
0.204,0.332,0.853,-143.677,75.928,8.911
0.212,0.339,0.815,-143.066,78.369,7.507
0.223,0.342,0.788,-144.104,81.543,7.507
0.226,0.341,0.754,-146.545,84.656,8.789
0.232,0.346,0.712,-148.987,86.975,10.132
0.241,0.354,0.677,-151.306,88.745,10.437
0.253,0.361,0.648,-153.931,89.661,9.277
0.262,0.370,0.614,-156.555,89.355,7.568
0.273,0.384,0.580,-159.241,88.867,5.005
0.290,0.395,0.553,-163.696,87.585,2.502
0.306,0.404,0.530,-169.678,85.876,-0.122
0.322,0.416,0.503,-176.392,85.022,-1.587
0.331,0.423,0.476,-182.373,85.876,-1.648
0.334,0.430,0.451,-188.171,87.280,-1.770
0.343,0.440,0.422,-194.153,88.684,-1.709
0.346,0.446,0.397,-200.378,88.257,-1.709
0.345,0.448,0.367,-206.543,86.304,-1.831
0.353,0.449,0.325,-213.013,82.764,-2.502
0.354,0.449,0.291,-218.750,77.026,-3.601
0.362,0.450,0.251,-222.961,71.289,-5.066
0.361,0.444,0.216,-225.403,68.237,-6.409
0.362,0.435,0.181,-225.098,70.435,-6.653
0.359,0.445,0.159,-223.694,75.989,-5.310
0.349,0.446,0.130,-223.999,82.458,-3.540
0.340,0.437,0.082,-226.379,89.294,-1.892
0.315,0.433,0.041,-229.431,97.290,0.122
0.301,0.431,-0.013,-231.628,107.178,1.465
0.269,0.434,-0.070,-233.765,116.882,2.258
0.250,0.431,-0.129,-236.877,121.948,2.136
0.234,0.416,-0.177,-242.554,121.033,0.610
0.235,0.399,-0.236,-249.268,112.976,-2.014
0.252,0.371,-0.296,-257.141,99.548,-4.517
0.251,0.324,-0.363,-265.198,86.731,-6.836
0.255,0.282,-0.461,-270.081,81.360,-7.751
0.233,0.235,-0.547,-268.555,90.149,-9.521
0.209,0.186,-0.593,-258.240,110.901,-12.756
0.192,0.166,-0.663,-247.009,136.353,-14.526
0.193,0.138,-0.696,-239.563,156.189,-16.296
0.202,0.115,-0.727,-237.671,162.537,-17.639
0.233,0.097,-0.761,-242.371,151.917,-17.822
0.276,0.064,-0.790,-253.357,128.357,-17.212
0.314,0.000,-0.806,-264.343,99.121,-16.113
0.323,-0.037,-0.859,-269.409,71.350,-13.611
0.280,-0.083,-0.950,-269.653,58.838,-13.000
0.261,-0.119,-0.976,-261.292,66.162,-15.076
0.232,-0.145,-1.014,-249.329,79.895,-19.592
0.207,-0.158,-1.026,-239.136,88.440,-24.780
0.243,-0.151,-1.051,-235.046,88.379,-29.785
0.224,-0.238,-1.024,-232.239,76.721,-33.630
0.348,-0.242,-1.076,-238.708,66.406,-28.931
0.277,-0.349,-1.022,-229.248,38.330,-29.175
0.282,-0.355,-1.071,-231.445,24.353,-24.231
0.299,-0.379,-1.112,-236.694,24.780,-17.090
0.294,-0.396,-1.138,-235.901,21.973,-19.226
0.333,-0.434,-1.146,-229.980,20.691,-21.301
0.321,-0.523,-1.146,-214.417,11.963,-22.583
0.353,-0.575,-1.187,-202.209,7.202,-22.766
0.380,-0.627,-1.219,-187.500,4.333,-22.766
0.388,-0.647,-1.285,-172.729,3.174,-22.217
0.422,-0.643,-1.332,-160.767,2.380,-20.630
0.422,-0.667,-1.389,-151.123,-1.282,-20.447
0.450,-0.698,-1.421,-144.897,-2.625,-18.005
0.472,-0.715,-1.447,-138.306,-5.005,-13.367
0.460,-0.751,-1.490,-130.676,-6.287,-9.155
0.434,-0.775,-1.528,-121.155,-4.272,-5.188
0.421,-0.786,-1.555,-106.201,1.038,-3.052
0.428,-0.745,-1.574,-82.520,4.944,-2.869
0.427,-0.771,-1.643,-51.636,5.249,-3.235
0.445,-0.763,-1.657,-42.786,11.047,-8.423
0.468,-0.771,-1.661,-30.762,17.639,-13.428
0.475,-0.783,-1.659,-15.320,21.484,-15.625
0.486,-0.764,-1.647,1.892,24.231,-14.771
0.479,-0.739,-1.620,20.508,23.682,-11.902
0.445,-0.734,-1.586,37.415,21.973,-9.155
0.415,-0.705,-1.559,54.504,21.118,-7.019
0.390,-0.668,-1.551,70.129,21.057,-6.226
0.361,-0.638,-1.520,81.421,23.560,-6.592
0.337,-0.617,-1.509,91.248,28.137,-7.446
0.342,-0.587,-1.518,103.882,30.762,-9.644
0.313,-0.594,-1.525,116.821,29.968,-12.451
0.317,-0.595,-1.526,128.357,29.114,-13.123
0.325,-0.563,-1.534,140.503,26.184,-13.306
0.316,-0.546,-1.522,149.414,21.240,-12.695
0.303,-0.562,-1.492,154.968,16.724,-10.071
0.291,-0.568,-1.479,163.513,10.193,-6.470
0.273,-0.552,-1.448,171.448,5.005,-3.845
0.255,-0.536,-1.423,179.321,-0.671,-1.953
0.250,-0.512,-1.402,189.087,-6.104,-0.183
0.230,-0.493,-1.375,199.829,-11.414,0.793
0.219,-0.459,-1.357,209.778,-14.709,2.686
0.216,-0.437,-1.343,218.994,-15.808,2.930
0.210,-0.408,-1.299,225.891,-16.052,1.343
0.211,-0.389,-1.256,232.788,-18.982,-0.854
0.219,-0.346,-1.214,240.173,-25.574,-1.343
0.221,-0.286,-1.179,246.826,-33.325,0.366
0.213,-0.245,-1.143,251.038,-42.664,3.235
0.208,-0.236,-1.111,251.892,-50.842,6.104
0.202,-0.226,-1.076,253.357,-55.969,9.216
0.213,-0.193,-1.044,259.521,-58.899,13.062
0.215,-0.148,-0.995,269.226,-61.462,16.724
0.190,-0.129,-0.949,276.550,-64.880,18.188
0.188,-0.089,-0.909,282.776,-69.214,17.639
0.185,-0.022,-0.853,288.696,-75.195,15.808

-0.670,-0.725,2.366,260.681,-161.255,-66.040
-0.819,-0.997,2.980,238.770,-161.804,-70.862
-1.015,-1.229,3.605,201.721,-161.926,-79.590
-0.993,-1.392,4.000,154.175,-144.104,-90.027
-0.739,-1.307,4.000,91.125,-94.116,-98.816
-0.400,-1.076,3.809,15.808,-28.259,-91.064
-0.182,-0.933,3.033,-58.044,30.884,-54.077
-0.109,-0.753,2.300,-111.511,79.590,-12.512
-0.063,-0.545,1.651,-133.606,120.117,18.799
-0.036,-0.338,1.232,-135.498,149.353,41.077
0.014,-0.137,0.996,-129.272,166.504,55.054
0.044,0.028,0.889,-124.146,164.062,59.998
0.058,0.176,0.829,-125.793,142.883,56.885
0.063,0.281,0.802,-135.315,113.831,49.072
0.077,0.333,0.783,-147.705,89.539,37.720
0.102,0.345,0.763,-157.471,75.439,26.978
0.131,0.346,0.744,-161.865,69.824,20.813
0.145,0.340,0.735,-162.964,70.679,19.348
0.146,0.329,0.729,-162.598,75.439,21.606
0.140,0.321,0.731,-162.231,82.947,25.696
0.127,0.314,0.718,-162.903,91.125,29.663
0.117,0.294,0.701,-163.574,98.328,32.837
0.118,0.297,0.681,-163.147,103.210,32.776
0.127,0.310,0.658,-162.781,104.858,29.968
0.148,0.322,0.638,-164.856,104.126,25.940
0.171,0.324,0.621,-169.861,102.234,21.240
0.206,0.344,0.601,-175.659,99.915,17.273
0.233,0.367,0.575,-183.167,98.572,15.015
0.255,0.379,0.553,-192.017,98.877,13.733
0.277,0.397,0.518,-201.843,100.647,13.611
0.270,0.382,0.477,-212.524,103.516,14.526
0.284,0.386,0.415,-220.703,105.164,16.968
0.291,0.402,0.367,-226.379,104.980,16.785
0.289,0.395,0.307,-231.140,103.210,14.771
0.298,0.385,0.269,-233.643,101.318,12.573
0.311,0.384,0.215,-232.239,98.999,10.498
0.318,0.397,0.166,-228.882,99.243,9.155
0.325,0.396,0.135,-227.600,100.952,9.460
0.330,0.396,0.105,-228.699,101.196,10.559
0.330,0.395,0.073,-231.873,101.807,12.451
0.316,0.387,0.028,-238.281,103.333,15.137
0.301,0.384,-0.027,-246.826,104.126,18.982
0.270,0.385,-0.095,-255.127,103.882,22.095
0.236,0.382,-0.164,-262.451,103.760,23.254
0.230,0.380,-0.209,-267.517,100.586,21.423
0.239,0.365,-0.259,-270.142,93.323,16.968
0.246,0.329,-0.330,-273.315,85.876,10.437
0.224,0.287,-0.413,-275.940,84.167,4.456
0.225,0.261,-0.495,-275.085,92.957,1.831
0.212,0.236,-0.567,-271.484,107.544,-0.122
0.198,0.211,-0.614,-267.944,123.169,-2.319
0.185,0.190,-0.675,-266.479,137.146,-3.235
0.188,0.181,-0.717,-268.860,144.897,-3.601
0.182,0.149,-0.778,-275.024,144.470,-4.517
0.156,0.104,-0.857,-281.616,141.541,-5.920
0.138,0.067,-0.903,-283.875,139.648,-6.531
0.134,0.043,-0.952,-282.654,134.705,-7.507
0.135,0.003,-0.986,-280.396,123.352,-8.423
0.161,-0.017,-1.026,-275.085,105.347,-7.385
0.188,-0.043,-1.051,-268.494,84.595,-4.639
0.198,-0.063,-1.071,-258.850,68.787,-1.892
0.192,-0.091,-1.075,-248.291,62.622,0.977
0.188,-0.122,-1.073,-238.342,64.453,4.333
0.214,-0.136,-1.076,-230.652,67.017,7.019
0.215,-0.160,-1.095,-225.952,66.406,8.789
0.215,-0.210,-1.125,-225.037,67.322,11.230
0.118,-0.292,-1.108,-223.999,70.251,11.169
0.175,-0.229,-1.256,-226.196,74.402,11.414
0.144,-0.318,-1.260,-221.924,76.172,8.545
0.047,-0.395,-1.291,-210.571,68.054,0.000
0.094,-0.379,-1.411,-208.130,69.153,3.296
0.105,-0.406,-1.457,-205.139,64.819,3.052
0.134,-0.441,-1.492,-195.862,55.054,2.808
0.113,-0.505,-1.502,-183.289,47.852,2.075
0.087,-0.531,-1.560,-168.396,42.908,3.845
0.093,-0.518,-1.599,-153.870,38.635,8.301
0.095,-0.500,-1.631,-138.428,32.227,8.179
0.104,-0.492,-1.618,-124.512,25.146,5.249
0.105,-0.496,-1.578,-111.694,19.104,2.136
0.113,-0.515,-1.560,-100.586,17.395,2.136
0.128,-0.533,-1.548,-90.393,17.029,3.540
0.137,-0.544,-1.553,-79.651,17.334,2.869
0.134,-0.552,-1.565,-67.810,17.700,1.465
0.146,-0.546,-1.588,-54.016,17.395,0.977
0.155,-0.539,-1.615,-39.917,16.418,0.671
0.160,-0.554,-1.631,-26.672,15.503,-0.549
0.160,-0.570,-1.642,-13.428,14.526,-1.587
0.152,-0.585,-1.648,-1.282,13.550,-1.831
0.137,-0.605,-1.667,9.888,14.221,-1.709
0.123,-0.607,-1.679,21.729,15.320,-2.197
0.120,-0.599,-1.694,36.743,15.320,-4.456
0.117,-0.613,-1.689,52.612,15.015,-7.019
0.110,-0.618,-1.682,69.275,14.343,-8.850
0.105,-0.609,-1.671,85.144,12.634,-10.498
0.088,-0.614,-1.652,99.365,10.986,-11.902
0.069,-0.599,-1.637,114.990,9.644,-12.512
0.036,-0.560,-1.625,131.409,6.653,-13.000
0.043,-0.510,-1.616,144.836,3.174,-12.756
0.020,-0.508,-1.609,154.846,-0.244,-14.648
0.018,-0.496,-1.582,161.560,-3.784,-15.259
0.009,-0.494,-1.563,170.044,-9.705,-15.991
0.028,-0.457,-1.549,180.908,-18.005,-16.663
0.014,-0.458,-1.520,191.345,-27.527,-17.822
0.007,-0.448,-1.489,198.608,-35.400,-17.517
0.015,-0.414,-1.451,208.740,-41.138,-18.127
0.001,-0.389,-1.418,219.360,-44.800,-20.691
-0.006,-0.368,-1.381,227.356,-45.959,-22.278
-0.009,-0.339,-1.325,234.375,-47.424,-24.292
-0.010,-0.314,-1.277,239.929,-52.612,-26.978
0.002,-0.279,-1.235,245.850,-60.425,-28.137
0.000,-0.249,-1.193,252.319,-68.481,-28.748
0.006,-0.218,-1.157,259.216,-76.843,-28.198
0.018,-0.165,-1.114,266.479,-84.412,-28.198
0.014,-0.145,-1.058,271.118,-90.759,-30.212
0.014,-0.137,-1.008,274.414,-96.680,-31.738
0.031,-0.107,-0.958,278.564,-102.295,-32.654
0.060,-0.067,-0.890,281.799,-107.971,-34.119
0.079,-0.050,-0.799,281.921,-115.479,-34.546
0.082,-0.049,-0.727,279.602,-123.169,-32.654

-0.572,-0.469,2.711,230.225,-188.660,-22.522
-0.774,-0.640,3.276,206.726,-189.819,-27.527
-0.857,-0.828,3.787,176.819,-165.955,-34.180
-0.759,-0.835,3.992,126.038,-109.863,-46.753
-0.499,-0.688,3.837,58.777,-37.354,-51.025
-0.256,-0.566,3.270,-20.630,18.005,-34.485
-0.209,-0.475,2.650,-90.454,54.199,-9.338
-0.165,-0.316,1.983,-131.592,84.717,13.977
-0.123,-0.184,1.522,-148.254,114.807,27.832
-0.069,-0.029,1.199,-149.841,136.902,33.813
-0.013,0.109,1.000,-143.005,145.752,36.743
0.035,0.222,0.888,-137.634,140.625,37.415
0.065,0.320,0.805,-138.428,125.549,36.316
0.076,0.385,0.751,-143.311,106.018,33.508
0.080,0.410,0.719,-148.071,89.539,28.992
0.097,0.420,0.700,-150.513,79.041,23.560
0.110,0.420,0.693,-151.001,73.730,18.250
0.121,0.401,0.689,-151.306,72.815,15.381
0.126,0.387,0.673,-151.306,74.585,15.991
0.131,0.381,0.653,-151.245,77.576,17.639
0.134,0.379,0.633,-151.489,81.604,18.005
0.137,0.374,0.613,-152.649,86.121,17.212
0.142,0.378,0.594,-154.724,90.271,15.625
0.151,0.384,0.581,-157.654,93.994,13.184
0.171,0.393,0.568,-162.109,95.764,10.498
0.192,0.407,0.552,-168.457,95.886,8.423
0.211,0.417,0.536,-175.720,95.947,7.385
0.239,0.429,0.511,-183.716,97.107,7.141
0.247,0.433,0.486,-191.589,101.074,7.935
0.256,0.433,0.445,-197.693,107.849,9.644
0.269,0.446,0.419,-200.928,113.647,11.719
0.268,0.449,0.376,-203.979,115.723,12.878
0.266,0.447,0.326,-207.397,115.479,13.550
0.267,0.450,0.274,-209.717,112.366,12.878
0.272,0.452,0.231,-211.548,107.971,10.803
0.277,0.443,0.193,-212.952,103.882,8.179
0.286,0.434,0.160,-214.355,101.135,5.981
0.294,0.430,0.130,-215.515,101.013,5.737
0.292,0.417,0.105,-217.346,102.600,6.775
0.286,0.412,0.066,-221.130,104.492,9.644
0.281,0.409,0.028,-226.501,107.239,12.939
0.256,0.407,-0.011,-233.154,110.413,16.479
0.239,0.382,-0.048,-241.089,112.915,19.470
0.209,0.371,-0.091,-249.390,112.366,21.423
0.192,0.366,-0.138,-256.775,107.544,22.095
0.193,0.355,-0.198,-262.878,99.976,20.935
0.165,0.318,-0.273,-265.686,95.032,16.785
0.145,0.277,-0.344,-265.076,101.624,11.841
0.136,0.241,-0.406,-263.367,115.967,8.972
0.133,0.206,-0.483,-261.536,127.014,7.874
0.155,0.194,-0.537,-262.756,127.686,6.409
0.179,0.173,-0.568,-269.836,114.868,3.662
0.221,0.156,-0.632,-282.166,91.431,1.709
0.228,0.054,-0.700,-298.279,71.960,1.709
0.199,-0.058,-0.795,-306.946,75.073,5.737
0.167,-0.112,-0.912,-302.002,102.112,14.038
0.122,-0.121,-0.981,-288.391,133.240,20.264
0.105,-0.130,-1.042,-279.785,147.766,22.095
0.096,-0.132,-1.092,-280.701,141.663,21.790
0.110,-0.171,-1.160,-286.438,117.798,19.104
0.139,-0.209,-1.209,-288.086,84.229,16.418
0.134,-0.256,-1.267,-281.250,54.688,14.404
0.075,-0.299,-1.287,-267.578,43.457,13.428
0.061,-0.342,-1.290,-252.380,51.514,12.146
0.063,-0.413,-1.264,-241.028,62.866,9.949
0.072,-0.485,-1.319,-238.220,69.031,12.390
-0.004,-0.555,-1.311,-236.389,67.017,15.564
0.080,-0.441,-1.529,-240.784,61.218,16.968
0.093,-0.526,-1.511,-231.934,51.331,14.709
0.069,-0.557,-1.549,-216.980,32.349,7.080
0.164,-0.540,-1.563,-211.487,28.809,8.728
0.147,-0.617,-1.580,-193.176,21.240,11.963
0.156,-0.664,-1.610,-176.086,24.231,15.625
0.106,-0.682,-1.618,-147.156,26.550,15.869
0.096,-0.630,-1.705,-119.690,28.198,12.329
0.079,-0.608,-1.729,-96.619,29.602,5.920
0.082,-0.587,-1.762,-79.285,30.457,-0.366
0.107,-0.565,-1.733,-62.378,29.541,-3.906
0.133,-0.548,-1.712,-46.997,26.550,-5.432
0.152,-0.534,-1.651,-33.752,22.766,-5.554
0.165,-0.502,-1.605,-21.240,17.883,-5.310
0.166,-0.480,-1.553,-11.230,13.672,-5.249
0.176,-0.448,-1.495,-2.014,9.338,-5.310
0.174,-0.419,-1.438,6.592,7.141,-5.310
0.170,-0.386,-1.405,14.343,8.484,-5.859
0.179,-0.363,-1.375,21.118,11.780,-6.653
0.179,-0.347,-1.357,27.283,16.113,-7.446
0.178,-0.344,-1.361,33.447,19.470,-7.812
0.168,-0.338,-1.372,40.283,21.057,-7.996
0.158,-0.351,-1.391,45.715,23.254,-7.874
0.135,-0.358,-1.428,51.392,25.146,-7.568
0.102,-0.371,-1.461,58.350,26.794,-7.812
0.069,-0.366,-1.510,66.711,27.344,-9.094
0.046,-0.368,-1.543,76.660,26.184,-10.986
0.027,-0.386,-1.574,88.379,23.804,-12.634
0.015,-0.401,-1.582,99.854,21.484,-13.489
0.001,-0.406,-1.581,111.084,17.883,-14.099
-0.026,-0.421,-1.588,123.535,11.169,-14.954
-0.042,-0.421,-1.611,136.169,4.883,-17.273
-0.068,-0.420,-1.594,148.743,0.671,-19.531
-0.051,-0.383,-1.590,164.368,-4.578,-20.264
-0.070,-0.347,-1.557,178.467,-10.193,-21.240
-0.088,-0.325,-1.510,188.904,-15.442,-21.851
-0.093,-0.306,-1.494,197.937,-20.691,-23.499
-0.095,-0.281,-1.452,204.651,-24.780,-25.940
-0.086,-0.251,-1.417,210.632,-27.405,-28.870
-0.081,-0.224,-1.363,215.210,-30.029,-31.921
-0.071,-0.189,-1.323,220.398,-35.767,-33.264
-0.063,-0.157,-1.279,223.450,-43.457,-33.936
-0.046,-0.116,-1.225,225.830,-51.758,-35.339
-0.027,-0.089,-1.180,228.821,-61.707,-37.415
-0.014,-0.074,-1.125,231.201,-70.740,-38.330
-0.003,-0.049,-1.076,234.558,-76.233,-38.086
0.002,-0.025,-1.023,240.417,-78.491,-38.208
0.022,0.012,-0.975,244.629,-79.651,-38.696
0.029,0.044,-0.943,247.131,-79.468,-40.894
0.054,0.072,-0.902,249.146,-80.261,-43.274
0.080,0.104,-0.860,249.756,-83.679,-45.349
0.106,0.128,-0.825,248.474,-88.135,-47.058

-0.634,-0.917,2.491,296.509,-204.224,-67.932
-0.931,-1.226,3.165,272.461,-204.834,-69.702
-1.143,-1.518,3.987,237.000,-201.538,-74.890
-1.080,-1.599,4.000,192.688,-168.091,-99.426
-0.769,-1.331,4.000,125.000,-105.042,-119.568
-0.422,-1.301,4.000,29.846,-30.884,-114.624
-0.135,-1.069,3.148,-77.698,37.598,-64.087
-0.049,-0.850,2.336,-146.362,85.632,-14.404
0.000,-0.598,1.502,-175.964,128.723,20.935
0.065,-0.365,0.978,-173.950,166.931,45.654
0.182,-0.101,0.601,-156.860,190.002,62.134
0.305,0.160,0.349,-141.602,188.965,71.045
0.343,0.395,0.144,-136.414,159.485,75.562
0.351,0.581,-0.018,-141.968,119.873,76.416
0.367,0.684,-0.142,-143.860,88.074,68.115
0.405,0.763,-0.237,-134.705,68.054,55.969
0.437,0.823,-0.301,-117.065,55.481,48.035
0.435,0.834,-0.298,-95.276,45.105,44.861
0.406,0.834,-0.240,-71.167,35.217,43.213
0.379,0.828,-0.145,-47.363,26.978,40.771
0.364,0.826,-0.036,-27.954,21.545,36.682
0.354,0.806,0.073,-14.038,15.137,31.555
0.352,0.781,0.183,-5.798,6.226,25.391
0.358,0.756,0.294,-2.014,-3.357,18.555
0.366,0.721,0.399,-1.648,-12.207,12.146
0.370,0.689,0.510,-2.991,-18.005,6.348
0.373,0.657,0.595,-4.883,-19.470,2.502
0.378,0.625,0.676,-5.798,-18.005,0.854
0.386,0.604,0.770,-6.042,-12.512,0.244
0.394,0.589,0.852,-6.836,-7.141,-1.221
0.388,0.559,0.920,-8.057,-4.333,-3.296
0.389,0.541,0.979,-11.902,-2.319,-4.822
0.376,0.512,1.009,-14.954,-1.953,-7.141
0.372,0.490,1.050,-17.029,-2.441,-10.193
0.363,0.489,1.108,-18.494,-1.831,-13.245
0.341,0.477,1.142,-21.057,1.709,-15.625
0.319,0.459,1.171,-24.536,7.080,-16.418
0.294,0.462,1.179,-26.794,13.977,-15.869
0.272,0.467,1.185,-29.785,21.484,-14.832
0.252,0.465,1.176,-35.095,28.442,-13.611
0.235,0.459,1.163,-41.992,33.630,-12.451
0.214,0.462,1.139,-49.622,36.926,-11.841
0.201,0.465,1.100,-57.434,39.246,-12.146
0.201,0.462,1.047,-64.270,41.992,-13.245
0.208,0.462,1.011,-71.045,45.044,-14.526
0.231,0.457,0.964,-76.599,47.607,-16.724
0.240,0.447,0.922,-81.787,48.523,-19.165
0.264,0.445,0.895,-85.571,48.035,-21.362
0.280,0.440,0.858,-90.027,47.119,-24.475
0.296,0.436,0.816,-93.323,45.593,-27.649
0.316,0.442,0.776,-95.886,43.457,-30.334
0.335,0.446,0.729,-98.816,40.405,-32.776
0.348,0.452,0.683,-102.295,37.842,-34.058
0.359,0.464,0.648,-104.553,36.926,-34.668
0.367,0.472,0.610,-107.544,36.438,-35.950
0.375,0.479,0.583,-111.633,34.912,-37.598
0.383,0.490,0.540,-116.150,31.860,-39.551
0.400,0.499,0.499,-121.155,28.503,-41.931
0.416,0.517,0.456,-125.549,26.855,-44.495
0.432,0.524,0.430,-128.113,26.062,-46.936
0.450,0.529,0.384,-131.226,27.588,-48.828
0.458,0.517,0.356,-129.761,33.386,-49.805
0.478,0.519,0.333,-123.657,41.016,-49.561
0.498,0.526,0.322,-116.272,47.119,-49.622
0.501,0.530,0.317,-110.962,49.866,-50.537
0.501,0.525,0.309,-109.619,50.293,-51.697
0.510,0.521,0.287,-110.840,48.706,-52.673
0.528,0.533,0.236,-114.075,46.143,-54.504
0.527,0.540,0.241,-122.253,41.443,-55.054
0.543,0.545,0.207,-132.141,34.973,-57.739
0.573,0.556,0.155,-142.883,29.663,-59.143
0.597,0.558,0.081,-150.574,29.358,-59.998
0.616,0.540,0.027,-148.315,35.034,-59.204
0.639,0.554,-0.006,-137.695,44.922,-56.152
0.645,0.568,-0.025,-126.038,57.434,-52.063
0.650,0.570,-0.032,-115.356,67.139,-47.241
0.653,0.576,-0.027,-106.445,71.167,-41.992
0.639,0.587,-0.016,-100.525,69.946,-38.696
0.672,0.597,-0.006,-98.938,65.308,-38.147
0.671,0.602,-0.004,-100.708,60.120,-39.124
0.668,0.625,0.008,-106.689,57.373,-38.879
0.665,0.594,0.014,-113.281,56.702,-39.429
0.676,0.599,0.002,-117.065,57.556,-39.124
0.684,0.597,0.001,-118.103,60.486,-40.039
0.687,0.588,-0.018,-119.873,65.247,-40.955
0.694,0.580,-0.047,-122.437,69.519,-41.504
0.698,0.565,-0.091,-125.000,72.327,-41.626
0.703,0.547,-0.143,-126.099,74.341,-40.771
0.709,0.532,-0.199,-125.488,76.782,-39.795
0.709,0.526,-0.243,-123.047,78.552,-38.696
0.699,0.516,-0.266,-120.483,80.200,-38.147
0.695,0.515,-0.276,-119.141,79.468,-37.842
0.699,0.509,-0.300,-120.850,75.500,-38.513
0.708,0.499,-0.338,-126.343,71.045,-39.490
0.721,0.470,-0.368,-131.592,66.895,-39.917
0.722,0.451,-0.412,-133.972,63.049,-39.978
0.729,0.415,-0.455,-133.911,62.622,-40.039
0.731,0.397,-0.500,-130.066,65.979,-38.818
0.728,0.379,-0.542,-124.146,71.289,-36.438
0.730,0.373,-0.580,-118.164,76.294,-33.325
0.718,0.362,-0.608,-113.831,78.186,-30.151
0.709,0.345,-0.636,-110.962,75.928,-28.564
0.721,0.309,-0.676,-110.046,70.496,-28.442
0.646,0.248,-0.673,-109.436,65.613,-29.541
0.724,0.361,-0.771,-107.605,64.514,-26.672
0.707,0.292,-0.777,-104.797,58.960,-30.945
0.640,0.213,-0.867,-108.948,47.974,-41.504
0.735,0.251,-0.624,-126.160,39.124,-33.325
0.724,0.188,-0.816,-114.746,41.504,-25.085
0.719,0.181,-0.833,-111.816,43.396,-19.409
